business_name,website,phone,street,city,state,country,category,rating,reviews,emails,email_count,platform,google_maps_url,source_file
Hart To Heart Learning Daycare,https://harttoheartdaycarelearninginc.hubbli.com/,(615) 244-7763,1244 2nd Ave S,Nashville,Tennessee,US,Day care center,4.1,9,wandabeaird24@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Hart%20To%20Heart%20Learning%20Daycare&query_place_id=ChIJu28pp3JmZIgRnxlR3SXIirc,"Jan 5, 2026"
Bath Genie,http://www.bathgenie.com/,(508) 481-8338,,,,,Bathroom remodeler,4.1,9,information@bathgenie.com,1,,https://www.google.com/maps/search/?api=1&query=Bath%20Genie&query_place_id=ChIJfe9E2RCL44kRyknOlTT7iwE,"Jan 7, 2026"
FPI Builders - Commercial General Contractors,https://fpibuilders.com/,(817) 336-1161,2116 Wenneca Ave,Fort Worth,Texas,US,General contractor,4.1,9,info@fpibuilders.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=FPI%20Builders%20-%20Commercial%20General%20Contractors&query_place_id=ChIJRyrd52JxToYRvOe-5GX95MY,"Jan 7, 2026"
Mauer Construction Inc,https://www.mauerinc.com/,(509) 456-7646,2011 W Maxwell Ave,Spokane,Washington,US,General contractor,4.1,9,info@mauerinc.com,1,Wix,https://www.google.com/maps/search/?api=1&query=Mauer%20Construction%20Inc&query_place_id=ChIJIbeALnAYnlQRkCPq2q11jJo,"Jan 7, 2026"
Cook Construction & Design Llc,http://cookconstructionwi.com/,(262) 728-8471,1407 Racine St,Delavan,Wisconsin,US,General contractor,4.1,8,cookdesign@hotmail.com,1,Wix,https://www.google.com/maps/search/?api=1&query=Cook%20Construction%20%26%20Design%20Llc&query_place_id=ChIJ42g8wKLwBYgRKO_eoEwtR88,"Jan 2, 2026"
Global Learning Preschool,http://globallearningpreschool.com/,(772) 600-5804,6338 SE Held Ct,Stuart,Florida,US,Preschool,4.1,8,learnglobal3@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Global%20Learning%20Preschool&query_place_id=ChIJYxf2aBrc3ogRS4TTlqkVlBk,"Jan 5, 2026"
Luving Handz,http://www.luvinghandzchildcare.com/,(216) 417-0500,1885 E 79th St,Cleveland,Ohio,US,Day care center,4.1,8,info@luvinghandzchildcare.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Luving%20Handz&query_place_id=ChIJi10yO7v7MIgRn5EgUs676Fw,"Jan 5, 2026"
Premier Home Services,http://www.premierhomeservicesllc.com/,(978) 333-2121,,,,,Landscaper,4.1,7,mail@premierhomeservicesllc.com,1,GoDaddy,https://www.google.com/maps/search/?api=1&query=Premier%20Home%20Services&query_place_id=ChIJ7_5BCHyR44kRPGfTnplmgag,"Jan 7, 2026"
Tacoma Daycare & Preschool,http://www.tacomaday.com/,(253) 627-5671,1113 S I St,Tacoma,Washington,US,Day care center,4.1,7,tacomaday@southistreet.comcastbiz.net,1,Wix,https://www.google.com/maps/search/?api=1&query=Tacoma%20Daycare%20%26%20Preschool&query_place_id=ChIJ-SrMhQxVkFQRMltrJDpGvAQ,"Jan 5, 2026"
Burns Construction & Repairs,https://www.burnsconstructionandrepairs.com/,(262) 694-3811,13721 91st St,Kenosha,Wisconsin,US,Roofing contractor,4.1,7,info@burnsconstructionandrepairs.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Burns%20Construction%20%26%20Repairs&query_place_id=ChIJHYHK48ljBYgRfAHoraUC1Qg,"Jan 2, 2026"
Greenwood Molina Childrens Center,https://www.greenwoodmolina.com/,(361) 854-2251,954 National Dr,Corpus Christi,Texas,US,Day care center,4.1,7,info@greenwoodmolina.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Greenwood%20Molina%20Childrens%20Center&query_place_id=ChIJxdm4RXNgaIYRQz7J_bHPC94,"Jan 5, 2026"
All Dawgs,http://www.alldawgs.com/,(518) 831-9192,30 Railroad Ave,Albany,New York,US,Dog day care center,4,188,alldawgs@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=All%20Dawgs&query_place_id=ChIJPzS4bQcP3okR_0CUJp5Gi-k,"Jan 5, 2026"
Naturescape Lawn and Landscape Care,https://naturescapelawncare.com/locations/wi-appleton/,(920) 788-2404,512 Randolph Dr,Appleton,Wisconsin,US,Lawn care service,4,144,appleton@naturescapelawncare.com,1,,https://www.google.com/maps/search/?api=1&query=Naturescape%20Lawn%20and%20Landscape%20Care&query_place_id=ChIJm3JODV2uA4gRVurA0DXsUSM,"Jan 2, 2026"
Pointon Heating & Air Conditioning Inc,https://www.pointonheating.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,(608) 356-4177,601 South Blvd,Baraboo,Wisconsin,US,HVAC contractor,4,70,pointonheat@pointon.com,1,,https://www.google.com/maps/search/?api=1&query=Pointon%20Heating%20%26%20Air%20Conditioning%20Inc&query_place_id=ChIJ6YE4-0NqB4gRW8TM2XS4oBs,"Jan 2, 2026"
Tots Unlimited Preschool,http://www.totsunlimited.net/,(623) 463-2700,6390 N 59th Ave,Glendale,Arizona,US,Day care center,4,57,info@totsunlimited.net,1,Wix,https://www.google.com/maps/search/?api=1&query=Tots%20Unlimited%20Preschool&query_place_id=ChIJmZhcFR9rK4cR1DPCIJV4kMk,"Jan 5, 2026"
CopperRock Construction,http://copperrockconstruction.com/,(616) 920-1655,601 5th St NW STE 300,Grand Rapids,Michigan,US,Construction company,4,55,info@copperrockconstruction.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=CopperRock%20Construction&query_place_id=ChIJ_zKWSNWtGYgRbJcEPjmIyRQ,"Jan 7, 2026"
Westchester Modular Homes,http://westchestermodular.com/,(800) 832-3888,30 Reagans Mill Rd,Wingdale,New York,US,Modular home builder,4,50,info@westchestermodular.com,1,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=Westchester%20Modular%20Homes&query_place_id=ChIJW1PE8Qhe3YkRZz4ByZwiYYo,"Jan 7, 2026"
C&M Home Builders,http://www.candmhomebuilders.com/,(715) 861-1903,6176 Sandstone Rd,Eau Claire,Wisconsin,US,Custom home builder,4,48,lyndsaymicklus@gmail.com,1,Squarespace,https://www.google.com/maps/search/?api=1&query=C%26M%20Home%20Builders&query_place_id=ChIJxZi4CXGR-IcRA7BsVYsUQpI,"Jan 2, 2026"
The Learning Center at First Cumberland,https://firstcumberland.com/daycare,(423) 698-2558,1505 N Moore Rd,Chattanooga,Tennessee,US,Child care agency,4,46,office@firstcumberland.com,1,,https://www.google.com/maps/search/?api=1&query=The%20Learning%20Center%20at%20First%20Cumberland&query_place_id=ChIJXfp3wTVhYIgRKkVXV7ciJ1c,"Jan 5, 2026"
The Learning Experience - Richmond,https://thelearningexperience.com/centers/richmond/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,(804) 264-3054,8710 Park Central Dr,Richmond,Virginia,US,Day care center,4,44,richmond2@tlechildcare.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=The%20Learning%20Experience%20-%20Richmond&query_place_id=ChIJt74kyiAWsYkRcOpdQW3kVSw,"Jan 5, 2026"
Kiddie Kare,http://www.kiddiekareaz.com/,(602) 240-2280,4411 N 7th St,Phoenix,Arizona,US,Day care center,4,42,kiddiekareaz@cox.net,1,"WordPress, GoDaddy",https://www.google.com/maps/search/?api=1&query=Kiddie%20Kare&query_place_id=ChIJFVnHjZESK4cRrUUW7W8iFlI,"Jan 5, 2026"
Auraria Early Learning Center,https://aurariacampus.edu/services-departments/early-learning-center/,(303) 556-3188,950 9th Street,Denver,Colorado,US,Child care agency,4,34,emily.nelson@ahec.edu,1,WordPress,https://www.google.com/maps/search/?api=1&query=Auraria%20Early%20Learning%20Center&query_place_id=ChIJD9dumTF_bIcRA5NbYEQiOEw,"Jan 5, 2026"
Nery’s Land Learning Center 2,https://nerysland.com/,(401) 435-7007,5 Grosvenor Ave,East Providence,Rhode Island,US,Day care center,4,33,neryland0526@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Nery%E2%80%99s%20Land%20Learning%20Center%202&query_place_id=ChIJkY_36s5a5IkRXeF1rdkJa8I,"Jan 5, 2026"
Gibson's Water Care,http://www.gibsonswatercare.com/,(715) 834-7716,620 N Hillcrest Pkwy,Altoona,Wisconsin,US,Water softening equipment supplier,4,32,info@gibsonswatercare.com,1,,https://www.google.com/maps/search/?api=1&query=Gibson's%20Water%20Care&query_place_id=ChIJ2-fqUL27-IcRMjKGv6HwTb4,"Jan 2, 2026"
DPR Construction,https://www.dpr.com/company/locations/orlando-florida,(407) 352-2233,315 E Robinson St UNIT 100,Orlando,Florida,US,Construction company,4,29,info@dpr.com,1,,https://www.google.com/maps/search/?api=1&query=DPR%20Construction&query_place_id=ChIJYRPgn7p-54gR4-aWQR0OlJI,"Jan 7, 2026"
Donovan Contracting,https://www.donovancontracting.com/,(775) 432-6077,,,,,Contractor,4,29,info@donovancontracting.com,1,,https://www.google.com/maps/search/?api=1&query=Donovan%20Contracting&query_place_id=ChIJsZthi-g_mYARzI1KM7RISJk,"Jan 7, 2026"
Little Steps Daycare Preschool,http://www.littlestepsblufftonsc.com/,(843) 815-3276,18 Oak Forest Rd Suite C,Bluffton,South Carolina,US,Day care center,4,28,littlestepsblufftonsc@gmail.com,1,"WordPress, Wix",https://www.google.com/maps/search/?api=1&query=Little%20Steps%20Daycare%20Preschool&query_place_id=ChIJSeeee1CJ-4gRVnHRupne2Sk,"Jan 5, 2026"
Pichler Painting Inc,http://pichlerpainting.com/,(262) 781-1111,"W140 N5963, Lilly Rd",Menomonee Falls,WI,US,Painter,4,23,sales@pichlerpainting.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Pichler%20Painting%20Inc&query_place_id=ChIJJc5p_8wGBYgR0gKt6oFaOf4,"Jan 2, 2026"
Realty Builders Inc,https://www.realtybuildersinc.com/,(415) 839-9229,50 California St #1500,San Francisco,California,US,General contractor,4,23,realtybuildersinc@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Realty%20Builders%20Inc&query_place_id=ChIJH_aBV5iBhYAR1-tDFlgQrTI,"Jan 7, 2026"
Kiddie Academy of Downtown Columbus,https://kiddieacademy.com/academies/downtown-columbus/,(614) 441-0980,37 N High St,Columbus,Ohio,US,Day care center,4,23,downtowncolumbus@kiddieacademy.net,1,WordPress,https://www.google.com/maps/search/?api=1&query=Kiddie%20Academy%20of%20Downtown%20Columbus&query_place_id=ChIJF606d5mPOIgRKd_DH4AQfqo,"Jan 5, 2026"
Kiddie Academy of Southwest Fort Wayne,https://kiddieacademy.com/academies/southwest-fort-wayne/,(260) 440-3601,9336 Illinois Rd,Fort Wayne,Indiana,US,Day care center,4,23,southwestfortwayne@kiddieacademy.net,1,WordPress,https://www.google.com/maps/search/?api=1&query=Kiddie%20Academy%20of%20Southwest%20Fort%20Wayne&query_place_id=ChIJr_8WBuXnFYgR54jfsasUFEU,"Jan 5, 2026"
J. Edward Renovations LLC,http://www.jedwardreno.com/,(414) 840-5255,7044 S Ballpark Dr suite 303,Franklin,Wisconsin,US,General contractor,4,21,sales@jedwardreno.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=J.%20Edward%20Renovations%20LLC&query_place_id=ChIJISIbGAgSBYgRyw0RYlSCi10,"Jan 2, 2026"
El Paso Super Kids Learning Center,https://www.elpasosuperkidslearningcenter.com/,(915) 875-0228,7018 Orizaba Ave,El Paso,Texas,US,Day care center,4,21,superkidsep@sbcglobal.net,1,Wix,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Super%20Kids%20Learning%20Center&query_place_id=ChIJj7ag3Yn43YYRaWvvbjVfwes,"Jan 5, 2026"
Kids Clubhouse,https://kidsclubhouseacademy.com/,(281) 251-3733,11724 Grant Rd,Cypress,Texas,US,Preschool,4,18,kclubhouseacademy@yahoo.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Kids%20Clubhouse&query_place_id=ChIJtZgLuEvSQIYR-y-rx_oQ2ZU,"Jan 5, 2026"
"Fairless Homes, LLC",https://www.fairlesshomes.com/,(702) 566-0181,12211 S Eastern Ave #120,Henderson,Nevada,US,General contractor,4,15,office@fairlesshome.com,1,GoDaddy,https://www.google.com/maps/search/?api=1&query=Fairless%20Homes%2C%20LLC&query_place_id=ChIJ_7dx647NyIARa-1N3lhQ9yI,"Jan 7, 2026"
iLearn Academy,https://ilearnacademyfl.com/,(954) 772-0307,50 NE 51st St,Oakland Park,Florida,US,Preschool,4,13,info@ilearnacademyfl.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=iLearn%20Academy&query_place_id=ChIJo733ts0D2YgR2B_FD_5Lh5g,"Jan 5, 2026"
Celebration Christian Daycare,http://crescentcitychristian.com/early-learning,(504) 834-2273,2001 Airline Dr,Metairie,Louisiana,US,Day care center,4,12,info@ccchristian.net,1,WordPress,https://www.google.com/maps/search/?api=1&query=Celebration%20Christian%20Daycare&query_place_id=ChIJO3Qr9VWlIIYRj5niMBnJ6x0,"Jan 5, 2026"
"KCK Paving, LLC",http://kckpaving.com/,(518) 734-4430,11232 NY-23,Windham,New York,US,Paving contractor,4,12,kckpavingkyle@gmail.com,1,Weebly,https://www.google.com/maps/search/?api=1&query=KCK%20Paving%2C%20LLC&query_place_id=ChIJdTt3zzxM3IkRMuyZuSNiXtI,"Jan 2, 2026"
Rob's Tile and Stone,http://www.robstileandstone.com/,(262) 853-8126,"N5 W31885, Shagbark Glen",Delafield,Wisconsin,US,Tile contractor,4,12,contactrob.m@robstileandstone.com,1,Squarespace,https://www.google.com/maps/search/?api=1&query=Rob's%20Tile%20and%20Stone&query_place_id=ChIJZWi1BeOwBYgRu01ALBAoogE,"Jan 2, 2026"
Little Learners (NEW OWNERSHIP),http://littlelearnersreno.com/,(775) 786-8155,322 Ryland St,Reno,Nevada,US,Day care center,4,12,kelly@littlelearnersreno.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Little%20Learners%20(NEW%20OWNERSHIP)&query_place_id=ChIJtzGfp7ZAmYARyWCIE4CKguI,"Jan 5, 2026"
Golden Child Development Center,http://www.goldenchilddc.com/,(919) 621-9186,1801 Spring Forest Rd,Raleigh,North Carolina,US,Day care center,4,12,goldenchild1801@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Golden%20Child%20Development%20Center&query_place_id=ChIJfZ1nkOZZrIkRKjyGSkd5_TM,"Jan 5, 2026"
Essential Contractors LLC,https://www.essentialcontractors.com/,(757) 644-5892,661 Independence Pkwy #210,Chesapeake,Virginia,US,Construction company,4,11,ecllc@essentialcontractors.com,1,,https://www.google.com/maps/search/?api=1&query=Essential%20Contractors%20LLC&query_place_id=ChIJqQ0g_Yu8uokRwaqQNPVvlOk,"Jan 7, 2026"
Payne|Bouchier Fine Builders,http://www.paynebouchier.com/,(617) 445-4323,173 Norfolk Ave,Boston,Massachusetts,US,General contractor,4,10,emailus@paynebouchier.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Payne%7CBouchier%20Fine%20Builders&query_place_id=ChIJ3afrkEh644kR-opsrz7qvDk,"Jan 7, 2026"
L & S Electric Inc,https://lselectric.com/,(920) 730-0203,2820 N Roemer Rd,Appleton,Wisconsin,US,Engineer,4,9,info@lselectric.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=L%20%26%20S%20Electric%20Inc&query_place_id=ChIJs_p-GwyxA4gRxJiUY5saEAk,"Jan 2, 2026"
Darlington Early Childhood Center,http://darlingtonearlychildhood.com/,(401) 725-6240,680 Newport Ave,Pawtucket,Rhode Island,US,Day care center,4,9,darlingtonecc@aol.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Darlington%20Early%20Childhood%20Center&query_place_id=ChIJX34dpJlc5IkR_kql8pZAiCk,"Jan 5, 2026"
All About Kids ChildCare & Learning Center Green Twp,https://allaboutkidslcwestfork.com/,(513) 661-3500,3759 W Fork Rd,Cincinnati,Ohio,US,Day care center,4,9,westfork@allaboutkidslc.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=All%20About%20Kids%20ChildCare%20%26%20Learning%20Center%20Green%20Twp&query_place_id=ChIJ3xn_tqnKQYgRlNcf3ihL85s,"Jan 5, 2026"
A J Construction,https://www.ajconstruction.net/,(432) 617-0163,4507 South County Road 1232,Midland,Texas,US,Construction company,4,9,brandonadams@a-jconstruction.net,1,Squarespace,https://www.google.com/maps/search/?api=1&query=A%20J%20Construction&query_place_id=ChIJq2tCrxzY-4YRkIgV77DDH3s,"Jan 7, 2026"
"Thrive Childcare Center, LLC",https://www.thrivechildcarecenters.com/,(857) 277-1251,465 Columbus Ave,Boston,Massachusetts,US,Day care center,4,8,enroll@thrivechildcarecenters.com,1,Webflow,https://www.google.com/maps/search/?api=1&query=Thrive%20Childcare%20Center%2C%20LLC&query_place_id=ChIJAaEZYdd744kR9w8jH1x_4EI,"Jan 5, 2026"
Four Star Construction,http://www.fourstarconstructionwi.com/,(920) 602-1299,,,,,Contractor,4,8,fourstarconst@live.com,1,,https://www.google.com/maps/search/?api=1&query=Four%20Star%20Construction&query_place_id=ChIJ8zyPO32KA4gRHKNrflh5wLc,"Jan 2, 2026"
Dun-Rite Contractors,http://www.basementrepairsdunrite.com/,(414) 425-9744,7578 S 75th St,Franklin,Wisconsin,US,Contractor,4,8,dunritebasements@gmail.com,1,"WordPress, Squarespace, Shopify, Weebly",https://www.google.com/maps/search/?api=1&query=Dun-Rite%20Contractors&query_place_id=ChIJ2fCFFgsSBYgRUgM4aNuY9Aw,"Jan 2, 2026"
Little Lexington Academy,http://littlelexingtonacademy.com/,(859) 739-3251,4383 Old Harrodsburg Rd STE 145,Lexington,Kentucky,US,Day care center,4,8,enroll@littlelexingtonacademy.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Little%20Lexington%20Academy&query_place_id=ChIJ6deaVGtdQogRz1fxUAxPigc,"Jan 5, 2026"
Orange County Deck Co.,http://orangecountydeckco.com/,(845) 673-3301,288 Greeves Rd,New Hampton,New York,US,Deck builder,4,8,team@orangecountydeckco.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Orange%20County%20Deck%20Co.&query_place_id=ChIJuU8SXNwxw4kRV-BeGmUBLuE,"Jan 7, 2026"
Farnsworth Construction Company,http://www.fcc-az.com/,(480) 797-7545,4447 E Broadway Rd,Mesa,Arizona,US,General contractor,4,8,jarnett.fcc@gmail.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Farnsworth%20Construction%20Company&query_place_id=ChIJu7w_MW-xK4cRclULlG842yU,"Jan 7, 2026"
It Takes a Village Academy,https://myvillageacademy.com/,(504) 841-9630,2032 Carol Sue Ave,Terrytown,Louisiana,US,Day care center,4,7,connect@myvillageacademy.com,1,,https://www.google.com/maps/search/?api=1&query=It%20Takes%20a%20Village%20Academy&query_place_id=ChIJecGBDSCnIIYRCD76VyTk9II,"Jan 5, 2026"
"Wright Builders, Inc.",http://wright-builders.com/,(413) 586-8287,48 Bates St,Northampton,Massachusetts,US,Construction company,4,7,info@wright-builders.com,1,WordPress,https://www.google.com/maps/search/?api=1&query=Wright%20Builders%2C%20Inc.&query_place_id=ChIJEzI5xTrX5okRS451qznD0ik,"Jan 7, 2026"
"Connery Construction, Inc.",http://www.conneryconstruction.com/,(608) 839-3740,3234 County Hwy N,Cottage Grove,Wisconsin,US,General contractor,4,6,info@conneryconstruction.com,1,Wix,https://www.google.com/maps/search/?api=1&query=Connery%20Construction%2C%20Inc.&query_place_id=ChIJBzPiJy5bBogRtzaxATm1ExY,"Jan 2, 2026"
Mother's Day Out Child Care,http://www.asburyabq.org/mdo/,(505) 294-0106,10000 Candelaria Rd NE,Albuquerque,New Mexico,US,Day care center,4,6,officeadmin@asburyabq.org,1,,https://www.google.com/maps/search/?api=1&query=Mother's%20Day%20Out%20Child%20Care&query_place_id=ChIJWyFEigGgGIcR9CVwRTC-oDI,"Jan 5, 2026"
"Saratoga Regional YMCA, Malta Childcare",https://srymca.org/,(518) 583-4342,10 Medical Park Dr,Ballston Spa,New York,US,Day care center,4,6,jed.murray@srymca.org,1,,https://www.google.com/maps/search/?api=1&query=Saratoga%20Regional%20YMCA%2C%20Malta%20Childcare&query_place_id=ChIJj5suJ60_3okRULnCEsI8LBU,"Jan 5, 2026"
United Refrigeration Inc,http://www.uri.com/,(413) 737-3984,259 Page Blvd,Springfield,Massachusetts,US,Wholesaler,4,6,info@uri.com,1,,https://www.google.com/maps/search/?api=1&query=United%20Refrigeration%20Inc&query_place_id=ChIJBdT2hITn5okRFtVTZxUIgxA,"Jan 7, 2026"
"Child and Family Resources, Inc.",http://www.cfresources.org/,(585) 919-2476,502 S Main St,Canandaigua,New York,US,Social services organization,4,5,cfr.info@cfresources.org,1,"WordPress, Wix",https://www.google.com/maps/search/?api=1&query=Child%20and%20Family%20Resources%2C%20Inc.&query_place_id=ChIJRw1ZQIUm0YkRPO-3dDaXG2k,"Jan 5, 2026"
Child Development Center,https://child-care-preschool.brighthorizons.com/AZ/Phoenix/usaa-az,(623) 715-7272,Norterra Dr,Phoenix,Arizona,US,Child care agency,4,5,usaa.az@brighthorizons.com,1,,https://www.google.com/maps/search/?api=1&query=Child%20Development%20Center&query_place_id=ChIJkRp5dLllK4cR04JQ1hyKgho,"Jan 5, 2026"
Valerio Contracting LLC,https://valeriocontracting.com/,(845) 512-8198,89 NY-59,Nyack,New York,US,Roofing contractor,4,5,support@contractorwebzone.com,1,,https://www.google.com/maps/search/?api=1&query=Valerio%20Contracting%20LLC&query_place_id=ChIJWShXNfjpwokRz-Bgnp1vKeI,"Jan 7, 2026"
Shooting Stars Childcare,http://www.shootingstarschildcareinc.com/,(518) 371-2306,609 NY-146A,Clifton Park,New York,US,Day care center,4,4,shootingstarschildcare@yahoo.com,1,Duda,https://www.google.com/maps/search/?api=1&query=Shooting%20Stars%20Childcare&query_place_id=ChIJ3-Q1jKIU3okRpNY55DnnPrc,"Jan 5, 2026"
Care About Childcare - USU,https://www.usu.edu/careaboutchildcare/,(435) 797-8048,493 N 700 E,Logan,Utah,US,Child care agency,4,4,childcare.help@usu.edu,1,,https://www.google.com/maps/search/?api=1&query=Care%20About%20Childcare%20-%20USU&query_place_id=ChIJXev0HzB_VIcRTIADQbM1OMo,"Jan 5, 2026"
All-Ways Roofing,http://allwaysroofingllc.net/,(920) 655-7609,,,,,Roofing contractor,4,4,mark@allwaysroofingllc.net,1,Wix,https://www.google.com/maps/search/?api=1&query=All-Ways%20Roofing&query_place_id=ChIJTdbNHU77AogRTlYaC6hCVBw,"Jan 2, 2026"
